Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:RMI,"Resource Mining Corporation (ASX:RMI)",https://www.listcorp.com/asx/rmi/resource-mining-corporation,"	52271600",0.125,0.00,0,Materials
ASX:DGR,"DGR Global (ASX:DGR)",https://www.listcorp.com/asx/dgr/dgr-global,"	52184700",0.05,0.00,0,Materials
ASX:PPL,"Pureprofile Limited (ASX:PPL)",https://www.listcorp.com/asx/ppl/pureprofile,"	52030100",0.047,0.00,0,"Communication Services"
ASX:HHR,"Hartshead Resources NL (ASX:HHR)",https://www.listcorp.com/asx/hhr/hartshead-resources-nl,"	51933600",0.028,0.00,0,Energy
ASX:DNA,"Donaco International Limited (ASX:DNA)",https://www.listcorp.com/asx/dna/donaco-international-limited,"	51886400",0.042,0.00,0,"Consumer Discretionary"
ASX:MXC,"MGC Pharmaceuticals Ltd (ASX:MXC)",https://www.listcorp.com/asx/mxc/mgc-pharmaceuticals-ltd,"	51837600",0.019,0.00,0,"Health Care"
ASX:S2R,"S2 Resources Ltd (ASX:S2R)",https://www.listcorp.com/asx/s2r/s2-resources-ltd,"	51674400",0.145,0.00,0,Materials
ASX:TTT,"Titomic Limited (ASX:TTT)",https://www.listcorp.com/asx/ttt/titomic-limited,"	51645200",0.255,0.00,0,Materials
ASX:RNO,"Rhinomed (ASX:RNO)",https://www.listcorp.com/asx/rno/rhinomed,"	51429500",0.175,0.00,0,"Health Care"
ASX:ESK,"Etherstack Plc (ASX:ESK)",https://www.listcorp.com/asx/esk/etherstack-plc,"	50327000",0.385,0.00,0,"Information Technology"
ASX:DW8,"DW8 Limited (ASX:DW8)",https://www.listcorp.com/asx/dw8/dw8-limited,"	50255700",0.019,0.00,0,"Consumer Discretionary"
ASX:TGM,"Theta Gold Mines Limited (ASX:TGM)",https://www.listcorp.com/asx/tgm/theta-gold-mines-limited,"	50070700",0.091,0.00,0,Materials
ASX:AGH,"Althea Group Holdings (ASX:AGH)",https://www.listcorp.com/asx/agh/althea-group-holdings,"	49793400",0.155,0.00,0,"Health Care"
ASX:DXB,"Dimerix Limited (ASX:DXB)",https://www.listcorp.com/asx/dxb/dimerix-limited,"	49735400",0.155,0.00,0,"Health Care"
ASX:DTR,"Dateline Resources Limited (ASX:DTR)",https://www.listcorp.com/asx/dtr/dateline-resources,"	49573000",0.1,0.00,0,Materials
ASX:PAB,"Patrys Limited (ASX:PAB)",https://www.listcorp.com/asx/pab/patrys,"	49368000",0.024,0.00,0,"Health Care"
ASX:GSR,"Greenstone Resources Limited (ASX:GSR)",https://www.listcorp.com/asx/gsr/greenstone-resources-limited,"	49197800",0.048,0.00,0,Materials
ASX:DUG,"DUG Technology Ltd (ASX:DUG)",https://www.listcorp.com/asx/dug/dug-technology-ltd,"	49021200",0.415,0.00,0,"Information Technology"
ASX:IXU,"IXUP Limited (ASX:IXU)",https://www.listcorp.com/asx/ixu/ixup-limited,"	48712100",0.054,0.00,0,"Information Technology"
ASX:MEU,"Marmota Limited (ASX:MEU)",https://www.listcorp.com/asx/meu/marmota-limited,"	48514000",0.049,0.00,0,Energy
ASX:MEK,"Meeka Metals Limited (ASX:MEK)",https://www.listcorp.com/asx/mek/meeka-metals-limited,"	47860000",0.052,0.00,0,Materials
ASX:PAL,"Palla Pharma Limited (ASX:PAL)",https://www.listcorp.com/asx/pal/palla-pharma-limited,"	47764400",0.295,0.00,0,"Health Care"
ASX:DOC,"Doctor Care Anywhere Group plc (ASX:DOC)",https://www.listcorp.com/asx/doc/doctor-care-anywhere,"	47716200",0.21,0.00,0,"Health Care"
ASX:MRC,"Mineral Commodities Ltd (ASX:MRC)",https://www.listcorp.com/asx/mrc/mineral-commodities,"	47614200",0.089,0.00,0,Materials
ASX:PNC,"Pioneer Credit (ASX:PNC)",https://www.listcorp.com/asx/pnc/pioneer-credit,"	47576200",0.425,0.00,0,Financials
ASX:JAT,"Jatcorp Limited (ASX:JAT)",https://www.listcorp.com/asx/jat/jatcorp-limited,"	47461100",0.019,0.00,0,"Consumer Discretionary"
ASX:PCK,"PainChek Ltd (ASX:PCK)",https://www.listcorp.com/asx/pck/painchek-ltd,"	47111400",0.038,0.00,0,"Health Care"
ASX:KTG,"K-TIG Limited (ASX:KTG)",https://www.listcorp.com/asx/ktg/k-tig-limited,"	47088900",0.26,0.00,0,Industrials
ASX:VMS,"Venture Minerals Limited (ASX:VMS)",https://www.listcorp.com/asx/vms/venture-minerals,"	46968800",0.028,0.00,0,Materials
ASX:IAM,"Income Asset Management Group Limited (ASX:IAM)",https://www.listcorp.com/asx/iam/income-asset-management-group-limited,"	46957500",0.17,0.00,0,Financials
ASX:ISU,"iSelect (ASX:ISU)",https://www.listcorp.com/asx/isu/iselect,"	46816900",0.195,0.00,0,"Consumer Discretionary"
ASX:LKO,"Lakes Blue Energy NL (ASX:LKO)",https://www.listcorp.com/asx/lko/lakes-blue-energy,"	46554600",0.001,0.00,0,Energy
ASX:MCM,"MC Mining Limited (ASX:MCM)",https://www.listcorp.com/asx/mcm/mc-mining-limited,"	46448900",0.235,0.00,0,Energy
ASX:MPP,"Metro Performance Glass (ASX:MPP)",https://www.listcorp.com/asx/mpp/metro-performance-glass,"	46344500",0.25,0.00,0,Industrials
ASX:ASP,"Aspermont Limited (ASX:ASP)",https://www.listcorp.com/asx/asp/aspermont-limited,"	46154700",0.019,0.00,0,"Communication Services"
ASX:CUE,"Cue Energy Resources (ASX:CUE)",https://www.listcorp.com/asx/cue/cue-energy,"	46075900",0.066,0.00,0,Energy
ASX:BNL,"Blue Star Helium Limited (ASX:BNL)",https://www.listcorp.com/asx/bnl/blue-star-helium-limited,"	45998900",0.029,0.00,0,Energy
ASX:AAR,"Astral Resources NL (ASX:AAR)",https://www.listcorp.com/asx/aar/astral-resources-nl,"	45905800",0.077,0.00,0,Materials
ASX:CURE,"ETFS S&P Biotech ETF (ASX:CURE)",https://www.listcorp.com/asx/cure/etfs-s-and-p-biotech-etf,"	45874000",40.41,0.00,0,Financials
ASX:EDC,"Eildon Capital Limited (ASX:EDC)",https://www.listcorp.com/asx/edc/eildon-capital-limited,"	45823400",0.97,0.00,0,Financials
ASX:MKR,"Manuka Resources Limited (ASX:MKR)",https://www.listcorp.com/asx/mkr/manuka-resources-limited,"	45763300",0.16,0.00,0,Materials
ASX:AKM,"Aspire Mining Limited (ASX:AKM)",https://www.listcorp.com/asx/akm/aspire-mining-limited,"	45687300",0.09,0.00,0,Materials
ASX:EMKT,"VanEck MSCI Multifactor Emerging Markets Equity ETF (ASX:EMKT)",https://www.listcorp.com/asx/emkt/vaneck-msci-multifactor-emerging-markets-equity-etf,"	45512600",18.93,0.00,0,Financials
ASX:EBG,"Eumundi Group (ASX:EBG)",https://www.listcorp.com/asx/ebg/eumundi-group,"	45476800",1.06,0.00,0,"Consumer Discretionary"
ASX:RPM,"RPM Automotive Group Limited (ASX:RPM)",https://www.listcorp.com/asx/rpm/rpm-automotive-group-limited,"	45291900",0.28,0.00,0,"Consumer Discretionary"
ASX:EV1,"Evolution Energy Minerals Limited (ASX:EV1)",https://www.listcorp.com/asx/ev1/evolution-energy-minerals-limited,"	45100000",0.41,0.00,0,Materials
ASX:AHQ,"Allegiance Coal Limited (ASX:AHQ)",https://www.listcorp.com/asx/ahq/allegiance-coal-limited,"	44829300",0.115,0.00,0,Materials
ASX:SMX,"Security Matters Limited (ASX:SMX)",https://www.listcorp.com/asx/smx/security-matters-limited,"	44796100",0.27,0.00,0,"Information Technology"
ASX:SVY,"Stavely Minerals Limited (ASX:SVY)",https://www.listcorp.com/asx/svy/stavely-minerals-limited,"	44582400",0.155,0.00,0,Materials
ASX:FEG,"Far East Gold Ltd (ASX:FEG)",https://www.listcorp.com/asx/feg/far-east-gold-ltd,"	44543600",0.365,0.00,0,Materials
ASX:AYA,"Artrya Limited (ASX:AYA)",https://www.listcorp.com/asx/aya/artrya-limited,"	44472400",0.71,0.00,0,"Health Care"
ASX:NGY,"NuEnergy Gas (ASX:NGY)",https://www.listcorp.com/asx/ngy/nuenergy-gas,"	44428700",0.03,0.00,0,Energy
ASX:AE1,"Aerison Group Ltd (ASX:AE1)",https://www.listcorp.com/asx/ae1/aerison-group,"	44360900",0.145,0.00,0,Industrials
ASX:LEL,"Lithium Energy Limited (ASX:LEL)",https://www.listcorp.com/asx/lel/lithium-energy-limited,"	44247000",0.98,0.00,0,Materials
ASX:AT1,"Atomo Diagnostics Limited (ASX:AT1)",https://www.listcorp.com/asx/at1/atomo-diagnostics-limited,"	43958600",0.077,0.00,0,"Health Care"
ASX:IMR,"Imricor Medical Systems, Inc. (ASX:IMR)",https://www.listcorp.com/asx/imr/imricor-medical-systems-inc,"	43795600",0.305,0.00,0,"Health Care"
ASX:SWF,"SelfWealth Limited (ASX:SWF)",https://www.listcorp.com/asx/swf/selfwealth-limited,"	43731400",0.185,0.00,0,Financials
ASX:KSN,"Kingston Resources Limited (ASX:KSN)",https://www.listcorp.com/asx/ksn/kingston-resources,"	43340800",0.105,0.00,0,Materials
ASX:BKG,"Booktopia Group Limited (ASX:BKG)",https://www.listcorp.com/asx/bkg/booktopia-group-limited,"	43268200",0.315,0.00,0,"Consumer Discretionary"
ASX:INV,"InvestSMART Group Limited (ASX:INV)",https://www.listcorp.com/asx/inv/investsmart-group-limited,"	43134700",0.31,0.00,0,Financials
ASX:KKO,"Kinetiko Energy (ASX:KKO)",https://www.listcorp.com/asx/kko/kinetiko-energy,"	43096700",0.063,0.00,0,Energy
ASX:RXL,"Rox Resources Limited (ASX:RXL)",https://www.listcorp.com/asx/rxl/rox-resources,"	43079900",0.26,0.00,0,Materials
ASX:UBN,"Urbanise.com Limited (ASX:UBN)",https://www.listcorp.com/asx/ubn/urbanise.com-limited,"	42988700",0.76,0.00,0,"Information Technology"
ASX:SOP,"Synertec Corporation Limited (ASX:SOP)",https://www.listcorp.com/asx/sop/synertec-corporation-limited,"	42883300",0.12,0.00,0,Industrials
ASX:ENR,"Encounter Resources Limited (ASX:ENR)",https://www.listcorp.com/asx/enr/encounter-resources-limited,"	42824300",0.135,0.00,0,Materials
ASX:AKG,"Academies Australasia (ASX:AKG)",https://www.listcorp.com/asx/akg/academies-australasia,"	42750800",0.335,0.00,0,"Consumer Discretionary"
ASX:BWF,"Blackwall Limited (ASX:BWF)",https://www.listcorp.com/asx/bwf/blackwall-limited,"	42503900",0.63,0.00,0,Financials
ASX:MVS,"Vaneck Vectors Small Companies Masters ETF (ASX:MVS)",https://www.listcorp.com/asx/mvs/vaneck-vectors-small-companies-masters-etf,"	42459200",19.54,0.00,0,Financials
ASX:AHF,"Australian Dairy Nutritionals Group (ASX:AHF)",https://www.listcorp.com/asx/ahf/australian-dairy-nutritionals-group,"	42238500",0.077,0.00,0,"Consumer Staples"
ASX:FSI,"Flagship Investments (ASX:FSI)",https://www.listcorp.com/asx/fsi/flagship-investments,"	42018100",1.625,0.00,0,Financials
ASX:WLD,"Wellard Limited (ASX:WLD)",https://www.listcorp.com/asx/wld/wellard-limited,"	41968800",0.079,0.00,0,"Consumer Staples"
ASX:GBE,"Globe Metals & Mining (ASX:GBE)",https://www.listcorp.com/asx/gbe/globe-metals-and-mining,"	41933000",0.09,0.00,0,Materials
ASX:AR3,"Australian Rare Earths Limited (ASX:AR3)",https://www.listcorp.com/asx/ar3/australian-rare-earths-limited,"	41888700",0.44,0.00,0,Materials
ASX:CHM,"Chimeric Therapeutics Limited (ASX:CHM)",https://www.listcorp.com/asx/chm/chimeric-therapeutics-limited,"	41857000",0.135,0.00,0,"Health Care"
ASX:CDX,"CardieX Limited (ASX:CDX)",https://www.listcorp.com/asx/cdx/cardiex-limited,"	41801400",0.38,0.00,0,"Health Care"
ASX:FME,"Future Metals NL (ASX:FME)",https://www.listcorp.com/asx/fme/future-metals-nl,"	41796300",0.14,0.00,0,Materials
ASX:XTE,"XTEK Limited (ASX:XTE)",https://www.listcorp.com/asx/xte/xtek,"	41757400",0.415,0.00,0,Industrials
ASX:ASW,"Advanced Share Registry Ltd (ASX:ASW)",https://www.listcorp.com/asx/asw/advanced-share-registry,"	41582700",0.215,0.00,0,Financials
ASX:KYK,"Kyckr Limited (ASX:KYK)",https://www.listcorp.com/asx/kyk/kyckr-limited,"	41395200",0.077,0.00,0,"Information Technology"
ASX:3DA,"Amaero International Ltd (ASX:3DA)",https://www.listcorp.com/asx/3da/amaero-international-ltd,"	41140000",0.175,0.00,0,Industrials
ASX:MPX,"Mustera Property Group Limited (ASX:MPX)",https://www.listcorp.com/asx/mpx/mustera-property-group-limited,"	41107000",0.285,0.00,0,"Real Estate"
ASX:WAK,"WA Kaolin Limited (ASX:WAK)",https://www.listcorp.com/asx/wak/wa-kaolin-limited,"	41061200",0.195,0.00,0,Materials
ASX:IXC,"Invex Therapeutics Limited (ASX:IXC)",https://www.listcorp.com/asx/ixc/invex-therapeutics-limited,"	40958800",0.545,0.00,0,"Health Care"
ASX:BDT,"BirdDog Technology Limited (ASX:BDT)",https://www.listcorp.com/asx/bdt/birddog-technology-limited,"	40923100",0.2,0.00,0,"Information Technology"
ASX:DGH,"Desane Group Holdings (ASX:DGH)",https://www.listcorp.com/asx/dgh/desane-group,"	40910000",1,0.00,0,"Real Estate"
ASX:LEX,"Lefroy Exploration Limited (ASX:LEX)",https://www.listcorp.com/asx/lex/lefroy-exploration-limited,"	40844900",0.28,0.00,0,Materials
ASX:EPM,"Eclipse Metals (ASX:EPM)",https://www.listcorp.com/asx/epm/eclipse-metals,"	40343700",0.021,0.00,0,Energy
ASX:92E,"92 Energy Limited (ASX:92E)",https://www.listcorp.com/asx/92e/92-energy,"	40120600",0.49,0.00,0,Energy
ASX:PXS,"Pharmaxis Ltd (ASX:PXS)",https://www.listcorp.com/asx/pxs/pharmaxis,"	40082700",0.073,0.00,0,"Health Care"
ASX:BIT,"Biotron Limited (ASX:BIT)",https://www.listcorp.com/asx/bit/biotron,"	40010200",0.057,0.00,0,"Health Care"
ASX:KNI,"Kuniko Limited (ASX:KNI)",https://www.listcorp.com/asx/kni/kuniko-limited,"	40004100",0.8,0.00,0,Materials
ASX:ST1,"Spirit Technology Solutions Ltd (ASX:ST1)",https://www.listcorp.com/asx/st1/spirit-technology-solutions,"	39883400",0.06,0.00,0,"Communication Services"
ASX:TYX,"Tyranna Resources Limited (ASX:TYX)",https://www.listcorp.com/asx/tyx/tyranna-resources-limited,"	39841400",0.026,0.00,0,Materials
ASX:FAL,"Falcon Metals Limited (ASX:FAL)",https://www.listcorp.com/asx/fal/falcon-metals-limited,"	39825000",0.225,0.00,0,Materials
ASX:HRZ,"Horizon Minerals Limited (ASX:HRZ)",https://www.listcorp.com/asx/hrz/horizon-minerals-limited,"	39807300",0.065,0.00,0,Materials
ASX:AFA,"ASF Group Limited (ASX:AFA)",https://www.listcorp.com/asx/afa/asf-group-limited,"	39628700",0.05,0.00,0,Financials
ASX:NAC,"NAOS Absolute Opportunities Company (ASX:NAC)",https://www.listcorp.com/asx/nac/naos-absolute-opportunities-company,"	39606000",0.88,0.00,0,Financials
ASX:AR9,"archTIS Limited (ASX:AR9)",https://www.listcorp.com/asx/ar9/archtis-limited,"	39570500",0.15,0.00,0,"Information Technology"
ASX:CNJ,"Conico Ltd (ASX:CNJ)",https://www.listcorp.com/asx/cnj/conico,"	39391400",0.029,0.00,0,Materials
ASX:KRM,"Kingsrose Mining (ASX:KRM)",https://www.listcorp.com/asx/krm/kingsrose-mining,"	39131400",0.052,0.00,0,Materials
ASX:DEM,"De.mem Limited (ASX:DEM)",https://www.listcorp.com/asx/dem/de.mem-limited,"	39024100",0.175,0.00,0,Utilities
ASX:RSH,"Respiri Limited (ASX:RSH)",https://www.listcorp.com/asx/rsh/respiri-limited,"	38854200",0.051,0.00,0,"Health Care"
ASX:LRT,"Lowell Resources Fund (ASX:LRT)",https://www.listcorp.com/asx/lrt/lowell-resources-fund,"	38717700",1.32,0.00,0,Financials
ASX:AMX,"Aerometrex Limited (ASX:AMX)",https://www.listcorp.com/asx/amx/aerometrex-limited,"	38704000",0.41,0.00,0,Industrials
ASX:FML,"Focus Minerals Limited (ASX:FML)",https://www.listcorp.com/asx/fml/focus-minerals-limited,"	38685400",0.135,0.00,0,Materials
ASX:STN,"Saturn Metals Limited (ASX:STN)",https://www.listcorp.com/asx/stn/saturn-metals-limited,"	38320300",0.295,0.00,0,Materials
ASX:MPA,"Mad Paws Holdings Limited (ASX:MPA)",https://www.listcorp.com/asx/mpa/mad-paws-holdings-limited,"	38272800",0.13,0.00,0,"Consumer Discretionary"
ASX:IBX,"Imagion Biosystems Limited (ASX:IBX)",https://www.listcorp.com/asx/ibx/imagion-biosystems-limited,"	38121400",0.034,0.00,0,"Health Care"
ASX:GBR,"Great Boulder Resources Limited (ASX:GBR)",https://www.listcorp.com/asx/gbr/great-boulder-resources,"	38058500",0.09,0.00,0,Materials
ASX:CAY,"Canyon Resources Limited (ASX:CAY)",https://www.listcorp.com/asx/cay/canyon-resources,"	37901800",0.047,0.00,0,Materials
ASX:PCL,"Pancontinental Energy NL (ASX:PCL)",https://www.listcorp.com/asx/pcl/pancontinental-energy-nl,"	37771100",0.005,0.00,0,Energy
ASX:CD1,"Cordish Dixon Private Equity Fund I (ASX:CD1)",https://www.listcorp.com/asx/cd1/cordish-dixon-private-equity-fund-i,"	37647700",1.03,0.00,0,Financials
ASX:PFG,"Prime Financial (ASX:PFG)",https://www.listcorp.com/asx/pfg/prime-financial,"	37634300",0.185,0.00,0,Financials
ASX:REE,"RareX Limited (ASX:REE)",https://www.listcorp.com/asx/ree/rarex-limited,"	37615200",0.066,0.00,0,Materials
ASX:ARV,"Artemis Resources (ASX:ARV)",https://www.listcorp.com/asx/arv/artemis-resources,"	37484900",0.027,0.00,0,Materials
ASX:AZI,"Altamin Limited (ASX:AZI)",https://www.listcorp.com/asx/azi/altamin-limited,"	37409000",0.095,0.00,0,Materials
ASX:WWI,"West Wits Mining Limited (ASX:WWI)",https://www.listcorp.com/asx/wwi/west-wits-mining,"	37329100",0.02,0.00,0,Materials
ASX:FRE,"Firebrick Pharma Limited (ASX:FRE)",https://www.listcorp.com/asx/fre/firebrick-pharma-limited,"	37139100",0.35,0.00,0,"Health Care"
ASX:GGE,"Grand Gulf Energy (ASX:GGE)",https://www.listcorp.com/asx/gge/grand-gulf-energy,"	37118700",0.024,0.00,0,Energy
ASX:GTG,"Genetic Technologies Limited (ASX:GTG)",https://www.listcorp.com/asx/gtg/genetic-technologies-limited,"	36935900",0.004,0.00,0,"Health Care"
ASX:PHO,"PhosCo Ltd (ASX:PHO)",https://www.listcorp.com/asx/pho/phosco-ltd,"	36928800",0.14,0.00,0,Materials
ASX:GPR,"Geopacific Resources Limited (ASX:GPR)",https://www.listcorp.com/asx/gpr/geopacific-resources,"	36866500",0.071,0.00,0,Materials
ASX:ITM,"iTech Minerals Ltd (ASX:ITM)",https://www.listcorp.com/asx/itm/itech-minerals,"	36333300",0.4,0.00,0,Materials
ASX:CDO,"Cadence Opportunities Fund Limited (ASX:CDO)",https://www.listcorp.com/asx/cdo/cadence-opportunities-fund-limited,"	36256800",2.38,0.00,0,Financials
ASX:JAY,"Jayride Group Limited (ASX:JAY)",https://www.listcorp.com/asx/jay/jayride-group-limited,"	36158800",0.205,0.00,0,Industrials
ASX:IDT,"IDT Australia Limited (ASX:IDT)",https://www.listcorp.com/asx/idt/idt-australia,"	36153300",0.15,0.00,0,"Health Care"
ASX:CIW,"Clime Investment Management (ASX:CIW)",https://www.listcorp.com/asx/ciw/clime-investment-management,"	36137500",0.5,0.00,0,Financials
ASX:ATH,"Alterity Therapeutics Limited (ASX:ATH)",https://www.listcorp.com/asx/ath/alterity-therapeutics-limited,"	36103100",0.015,0.00,0,"Health Care"
ASX:BBX,"BBX Minerals Limited (ASX:BBX)",https://www.listcorp.com/asx/bbx/bbx-minerals-limited,"	35965600",0.075,0.00,0,Materials
ASX:NAG,"Nagambie Resources Limited (ASX:NAG)",https://www.listcorp.com/asx/nag/nagambie-resources-limited,"	35920200",0.07,0.00,0,Materials
ASX:IMPQ,"Einvest Future Impact Small Caps Fund (ASX:IMPQ)",https://www.listcorp.com/asx/impq/einvest-future-impact-small-caps-fund,"	35831600",4.91,0.00,0,Financials
ASX:DVR,"Diverger Limited (ASX:DVR)",https://www.listcorp.com/asx/dvr/diverger-limited,"	35732200",0.95,0.00,0,Financials
ASX:MEM,"Memphasys Limited (ASX:MEM)",https://www.listcorp.com/asx/mem/memphasys-limited,"	35648000",0.045,0.00,0,"Health Care"
ASX:DCC,"DigitalX Limited (ASX:DCC)",https://www.listcorp.com/asx/dcc/digitalx-limited,"	35637300",0.048,0.00,0,"Information Technology"
ASX:VRS,"Veris Limited (ASX:VRS)",https://www.listcorp.com/asx/vrs/veris-limited,"	35615000",0.068,0.00,0,Industrials
ASX:ANL,"Amani Gold Limited (ASX:ANL)",https://www.listcorp.com/asx/anl/amani-gold-limited,"	35540200",0.001,0.00,0,Materials
ASX:GBZ,"GBM Resources Limited (ASX:GBZ)",https://www.listcorp.com/asx/gbz/gbm-resources-limited,"	35529800",0.065,0.00,0,Materials
ASX:PTG,"Proptech Group Limited (ASX:PTG)",https://www.listcorp.com/asx/ptg/proptech-group-limited,"	35519000",0.265,0.00,0,"Information Technology"
ASX:VR8,"Vanadium Resources Limited (ASX:VR8)",https://www.listcorp.com/asx/vr8/vanadium-resources-limited,"	35513400",0.075,0.00,0,Materials
ASX:CPN,"Caspin Resources Limited (ASX:CPN)",https://www.listcorp.com/asx/cpn/caspin-resources-limited,"	35434000",0.507,0.00,0,Materials
ASX:FPC,"Fat Prophets Global Contrarian Fund (ASX:FPC)",https://www.listcorp.com/asx/fpc/fat-prophets-global-contrarian-fund,"	35317800",0.89,0.00,0,Financials
ASX:TON,"Triton Minerals (ASX:TON)",https://www.listcorp.com/asx/ton/triton-minerals,"	35246000",0.028,0.00,0,Materials
ASX:KAT,"Katana Capital (ASX:KAT)",https://www.listcorp.com/asx/kat/katana-capital,"	35218900",1.035,0.00,0,Financials
ASX:PGO,"Pacgold Limited (ASX:PGO)",https://www.listcorp.com/asx/pgo/pacgold-limited,"	35175600",0.635,0.00,0,Materials
ASX:BNR,"Bulletin Resources (ASX:BNR)",https://www.listcorp.com/asx/bnr/bulletin-resources,"	35110900",0.12,0.00,0,Materials
ASX:RRR,"Revolver Resources Holdings Ltd (ASX:RRR)",https://www.listcorp.com/asx/rrr/revolver-resources-holdings,"	34899400",0.4,0.00,0,Materials
ASX:TSO,"Tesoro Gold Ltd (ASX:TSO)",https://www.listcorp.com/asx/tso/tesoro-gold-ltd,"	34893700",0.043,0.00,0,Materials
ASX:BSA,"BSA Limited (ASX:BSA)",https://www.listcorp.com/asx/bsa/bsa-limited,"	34827400",0.061,0.00,0,Industrials
ASX:99L,"99 Loyalty Limited (ASX:99L)",https://www.listcorp.com/asx/99l/99-loyalty-limited,"	34790500",0.03,0.00,0,"Information Technology"
ASX:WIA,"WIA Gold Limited (ASX:WIA)",https://www.listcorp.com/asx/wia/wia-gold-limited,"	34673800",0.075,0.00,0,Materials
ASX:ABX,"ABx Group Limited (ASX:ABX)",https://www.listcorp.com/asx/abx/abx-group-limited,"	34656600",0.155,0.00,0,Materials
ASX:VTG,"Vita Group Limited (ASX:VTG)",https://www.listcorp.com/asx/vtg/vita-group-limited,"	34295000",0.195,0.00,0,"Consumer Discretionary"
ASX:MLS,"Metals Australia Limited (ASX:MLS)",https://www.listcorp.com/asx/mls/metals-australia-limited,"	34082200",0.06,0.00,0,Materials
ASX:SEN,"Senetas Corp (ASX:SEN)",https://www.listcorp.com/asx/sen/senetas,"	33986300",0.029,0.00,0,"Information Technology"
ASX:IBG,"Ironbark Zinc Limited (ASX:IBG)",https://www.listcorp.com/asx/ibg/ironbark-zinc,"	33984700",0.026,0.00,0,Materials
ASX:XAM,"Xanadu Mines (ASX:XAM)",https://www.listcorp.com/asx/xam/xanadu-mines,"	33894200",0.024,0.00,0,Materials
ASX:BML,"Boab Metals Limited (ASX:BML)",https://www.listcorp.com/asx/bml/boab-metals-limited,"	33768600",0.22,0.00,0,Materials
ASX:SRJ,"SRJ Technologies Group plc (ASX:SRJ)",https://www.listcorp.com/asx/srj/srj-technologies-group-plc,"	33756300",0.43,0.00,0,Energy
ASX:AUZ,"Australian Mines Limited (ASX:AUZ)",https://www.listcorp.com/asx/auz/australian-mines-limited,"	33747400",0.072,0.00,0,Materials
ASX:CMP,"Compumedics Limited (ASX:CMP)",https://www.listcorp.com/asx/cmp/compumedics,"	33661000",0.19,0.00,0,"Health Care"
ASX:NUH,"Nuheara Limited (ASX:NUH)",https://www.listcorp.com/asx/nuh/nuheara-limited,"	33612900",0.245,0.00,0,"Information Technology"
ASX:MZZ,"Matador Mining Limited (ASX:MZZ)",https://www.listcorp.com/asx/mzz/matador-mining-limited,"	33366200",0.13,0.00,0,Materials
ASX:GC1,"Glennon Small Companies Limited (ASX:GC1)",https://www.listcorp.com/asx/gc1/glennon-small-companies-limited,"	33349600",0.65,0.00,0,Financials
ASX:AME,"Alto Metals Limited (ASX:AME)",https://www.listcorp.com/asx/ame/alto-metals-limited,"	33141300",0.062,0.00,0,Materials
ASX:COD,"Coda Minerals Ltd (ASX:COD)",https://www.listcorp.com/asx/cod/coda-minerals-ltd,"	33115900",0.28,0.00,0,Materials
ASX:K2F,"K2fly Limited (ASX:K2F)",https://www.listcorp.com/asx/k2f/k2fly-limited,"	33022800",0.19,0.00,0,"Information Technology"
ASX:AHC,"Austco Healthcare Limited (ASX:AHC)",https://www.listcorp.com/asx/ahc/austco-healthcare-limited,"	33014900",0.115,0.00,0,"Health Care"
ASX:JGH,"Jade Gas Holdings Limited (ASX:JGH)",https://www.listcorp.com/asx/jgh/jade-gas-holdings-limited,"	32960900",0.05,0.00,0,Energy
ASX:SMG,"Soon Mining Limited (ASX:SMG)",https://www.listcorp.com/asx/smg/soon-mining-limited,"	32771000",0.2,0.00,0,Materials
ASX:ELE,"Elmore Ltd (ASX:ELE)",https://www.listcorp.com/asx/ele/elmore-ltd,"	32768800",0.034,0.00,0,Materials
ASX:KZR,"Kalamazoo Resources Limited (ASX:KZR)",https://www.listcorp.com/asx/kzr/kalamazoo-resources-limited,"	32668700",0.225,0.00,0,Materials
ASX:RTE,"Retech Technology Co., Limited (ASX:RTE)",https://www.listcorp.com/asx/rte/retech-technology-co.-limited,"	32607800",0.14,0.00,0,"Consumer Discretionary"
ASX:FHS,"Freehill Mining Limited (ASX:FHS)",https://www.listcorp.com/asx/fhs/freehill-mining-limited,"	32565500",0.018,0.00,0,Materials
ASX:SOV,"Sovereign Cloud Holdings Limited (ASX:SOV)",https://www.listcorp.com/asx/sov/sovereign-cloud-holdings,"	32496300",0.265,0.00,0,"Information Technology"
ASX:S66,"Star Combo Pharma (ASX:S66)",https://www.listcorp.com/asx/s66/star-combo-pharma,"	32400700",0.24,0.00,0,"Consumer Staples"
ASX:RHT,"Resonance Health (ASX:RHT)",https://www.listcorp.com/asx/rht/resonance-health,"	32259600",0.07,0.00,0,"Health Care"
ASX:TRY,"Troy Resources (ASX:TRY)",https://www.listcorp.com/asx/try/troy-resources,"	32235700",0.037,0.00,0,Materials
ASX:CTE,"Cryosite Limited (ASX:CTE)",https://www.listcorp.com/asx/cte/cryosite-limited,"	32214300",0.66,0.00,0,"Health Care"
ASX:QSML,"Vaneck Vectors MSCI Inter Small Companies Qual ETF (ASX:QSML)",https://www.listcorp.com/asx/qsml/vaneck-vectors-msci-inter-small-companies-qual-etf,"	32176900",20.12,0.00,0,Financials
ASX:FFG,"Fatfish Group Limited (ASX:FFG)",https://www.listcorp.com/asx/ffg/fatfish-group-limited,"	32120000",0.031,0.00,0,Financials
